iter	RMSE
622	0.08714799561
623	0.08714620622
624	0.08714479059
625	0.08714240275
626	0.08714012194
627	0.08713831312
628	0.08713609122
629	0.08713452129
630	0.08713264498
631	0.08713092448
632	0.08712843048
633	0.08712631321
634	0.08712459212
635	0.08712305954
636	0.08712177075
637	0.08712101696
638	0.08711999434
639	0.08711887432
640	0.08711820398
641	0.08711678428
642	0.0871156458
643	0.0871149332
644	0.087112921
645	0.08711169392
646	0.08711033942
647	0.08710840173
648	0.08710655802
649	0.08710539482
650	0.08710322723
651	0.08710078262
652	0.08709796901
653	0.08709589326
654	0.08709479816
655	0.08709134911
656	0.08708937796
657	0.08708392438
658	0.08708048524
659	0.08707876834
660	0.08707689351
661	0.08707533344
662	0.08707447237
663	0.08707188823
664	0.08706964843
665	0.08706842152
666	0.08706639582
667	0.08706405034
668	0.087062469
669	0.08706113064
670	0.08705955041
671	0.08705778081
672	0.08705522803
673	0.08705315749
674	0.08705211993
675	0.08705065564
676	0.08704777892
677	0.08704623208
678	0.08704475996
679	0.08704341843
680	0.08704162433
681	0.08703953253
682	0.08703764991
683	0.08703534106
684	0.08703310546
685	0.08703183031
686	0.087030227
687	0.08702791773
688	0.08702686109
689	0.08702552146
690	0.0870238716
691	0.08702265094
692	0.0870207816
693	0.08701866509
694	0.08701724242
695	0.08701461853
696	0.08701226085
697	0.08701129091
698	0.08700951962
699	0.08700849859
700	0.08700689272
701	0.08700592737
702	0.08700235999
703	0.08700137912
704	0.08699892685
705	0.08699664781
706	0.0869949471
707	0.08699444883
708	0.08699309706
709	0.0869918403
710	0.08699079981
711	0.0869903769
712	0.08698831961
713	0.08698743813
714	0.08698662993
715	0.08698604566
716	0.08698486872
717	0.08698304606
718	0.08698143043
719	0.08697986519
720	0.08697808243
721	0.08697724941
722	0.08697546605
723	0.08697414383
724	0.08697325455
725	0.0869712796
726	0.08696873135
727	0.08696762013
728	0.086966182
729	0.08696530144
730	0.08696342225
731	0.08696212788
732	0.08696080181
733	0.086959569
734	0.08695820031
735	0.08695651104
736	0.08695513673
737	0.08695413515
738	0.08695347486
739	0.08695253734
740	0.08695174184
741	0.08694933304
742	0.08694856346
743	0.08694737637
744	0.08694658727
745	0.08694520428
746	0.08694403264
747	0.08694281875
748	0.0869410217
749	0.08693922066
750	0.08693817662
751	0.08693622647
752	0.08693489215
753	0.08693351936
754	0.08693234064
755	0.08692960542
756	0.08692798703
757	0.08692625499
758	0.08692485806
759	0.08692401124
760	0.0869211193
761	0.08691997782
762	0.08691908202
763	0.08691710604
764	0.08691568423
765	0.08691276394
766	0.08691147568
767	0.08690967203
768	0.08690725374
769	0.08690417507
770	0.08690306124
771	0.08690146718
772	0.08690020274
773	0.08689903808
774	0.08689790494
775	0.08689620147
776	0.08689463184
777	0.0868909965
778	0.08688952433
779	0.08688840118
780	0.08688813064
781	0.08688721789
782	0.08688600115
783	0.08688449459
784	0.08688322118
785	0.08688235931
786	0.08688124403
787	0.08688035717
788	0.08687934955
789	0.08687687992
790	0.08687376637
791	0.08687302491
792	0.08687195765
793	0.08687116459
794	0.08687035024
795	0.08686928102
796	0.08686833993
797	0.08686659522
798	0.08686510312
799	0.08686345577
800	0.08686267487
801	0.08686017278
802	0.08685906439
803	0.08685789931
804	0.08685566862
805	0.08685482461
806	0.0868531623
807	0.0868520355
808	0.08685111582
809	0.08684989968
810	0.08684920342
811	0.08684737748
812	0.08684602819
813	0.08684460124
814	0.08684332128
815	0.08684216135
816	0.08684061788
817	0.08683922562
818	0.08683823486
819	0.08683751375
820	0.08683634086
821	0.08683479489
822	0.08683232824
823	0.08683098539
824	0.08683027449
825	0.08682959535
826	0.08682868453
827	0.08682768271
828	0.08682650114
829	0.08682538149
830	0.0868238477
831	0.08682259258
832	0.08682170911
833	0.08681936452
834	0.08681857525
835	0.08681621276
836	0.08681556424
837	0.08681420778
838	0.08681328849
839	0.08681307446
840	0.08681164017
841	0.08681032166
842	0.08680949694
843	0.08680900261
844	0.08680810858
845	0.08680662593
846	0.08680538067
847	0.08680425471
848	0.0868037726
849	0.08680248565
850	0.08680113569
851	0.08679659603
852	0.08679551636
853	0.08679337161
854	0.08679207169
855	0.08679109881
856	0.08678916265
857	0.0867876877
858	0.08678680861
859	0.08678552837
860	0.08678479563
861	0.08678354786
862	0.08678224557
863	0.08678071918
864	0.08677989434
865	0.08677827611
866	0.08677672376
867	0.08677578099
868	0.08677468569
869	0.08677367334
870	0.08677322056
871	0.08676882978
872	0.08676619391
873	0.08676528152
874	0.08676469543
875	0.0867641264
876	0.08676358008
877	0.08676258191
878	0.08676015295
879	0.08675861084
880	0.08675732471
881	0.08675686312
882	0.08675610131
883	0.0867549574
884	0.08675435894
885	0.08675327269
886	0.08675244312
887	0.086750991
888	0.08675032139
889	0.08674990199
890	0.08674912909
891	0.08674676322
892	0.0867462684
893	0.08674536518
894	0.08674254029
895	0.08674110337
896	0.08673995962
897	0.0867392319
898	0.08673826415
899	0.08673736115
900	0.08673602913
901	0.08673509143
902	0.08673373851
903	0.08673274937
904	0.0867313073
905	0.08672975227
906	0.08672717919
907	0.08672617105
908	0.08672443596
909	0.08672282725
910	0.0867219916
911	0.0867205317
912	0.08671961516
913	0.08671890546
914	0.08671753698
915	0.08671474853
916	0.08671353899
917	0.08671272531
918	0.08671166731
919	0.0867106621
920	0.08670961215
921	0.0867085822
922	0.08670796573
923	0.08670719045
924	0.08670563966
925	0.08670487368
926	0.08670428841
927	0.08670322801
928	0.08670157141
929	0.08670011233
930	0.08669679365
931	0.08669575934
932	0.08669420946
933	0.08669355405
934	0.0866921267
935	0.08669096475
936	0.08668987625
937	0.08668851635
938	0.08668739479
939	0.08668667501
940	0.08668527339
941	0.08668425898
942	0.08668284172
943	0.08668197499
944	0.08668055984
945	0.08667942666
946	0.08667744007
947	0.08667657382
948	0.08667464218
949	0.08667374412
950	0.08667288416
951	0.08667215734
952	0.08667108264
953	0.08666992596
954	0.08666915696
955	0.0866679987
956	0.08666728354
957	0.08666628696
958	0.08666576095
959	0.08666465091
960	0.08666427219
961	0.08666297677
962	0.0866622898
963	0.08666036002
964	0.08665950944
965	0.08665838948
966	0.08665742494
967	0.08665591337
968	0.08665303801
969	0.08665100817
970	0.08664974615
971	0.08664858696
972	0.08664756109
973	0.08664689458
974	0.08664588173
975	0.08664477921
976	0.08664416102
977	0.08664225503
978	0.08664099486
979	0.08663986989
980	0.08663795919
981	0.0866370741
982	0.08663599701
983	0.08663528411
984	0.08663159998
985	0.08663069852
986	0.08662947267
987	0.0866285934
988	0.08662709312
989	0.08662665991
990	0.08662521808
991	0.08662166249
992	0.08662056039
993	0.08661888138
994	0.08661705166
995	0.08661458897
996	0.08661383585
997	0.08661034067
998	0.08660975923
999	0.08660819896
