iter	RMSE
0	0.2709769495
1	0.2407304661
2	0.2156558099
3	0.1951688885
4	0.1777859152
5	0.1641156816
6	0.1525051952
7	0.1432584476
8	0.1358192112
9	0.1300623807
10	0.1251604256
11	0.121572819
12	0.1181788995
13	0.1156293801
14	0.1136715945
15	0.1121023817
16	0.1102980466
17	0.1092030413
18	0.1083913363
19	0.1072831607
20	0.1064090689
21	0.1054922179
22	0.1049974229
23	0.1045333369
24	0.1038947122
25	0.1035646764
26	0.1032576572
27	0.1026610159
28	0.102271318
29	0.1014113012
30	0.1010714596
31	0.1008972215
32	0.1007177042
33	0.1004053826
34	0.1001685587
35	0.09975608747
36	0.0995326781
37	0.09933896299
38	0.0991826736
39	0.09890184711
40	0.0986926909
41	0.09822414291
42	0.09812363277
43	0.09795715031
44	0.09772704592
45	0.09757160214
46	0.09738612218
47	0.09712925681
48	0.09679085977
49	0.09663768379
50	0.09649459483
51	0.09619479894
52	0.09611291758
53	0.09600332225
54	0.09587207453
55	0.09573691199
56	0.09561726637
57	0.09548025345
58	0.095349054
59	0.09515335905
60	0.09499556734
61	0.09485968922
62	0.09465889098
63	0.09455004999
64	0.09446358569
65	0.09437725358
66	0.09424693647
67	0.09418032817
68	0.09409807732
69	0.09400929492
70	0.09390941648
71	0.09376685326
72	0.09368115838
73	0.09362017064
74	0.09352009293
75	0.09344812589
76	0.09339267807
77	0.09336048193
78	0.09325824601
79	0.09311330882
80	0.09302995429
81	0.0929832478
82	0.09285955627
83	0.09280067223
84	0.09270906701
85	0.09264402899
86	0.09253994143
87	0.09246835258
88	0.09240496341
89	0.09231929853
90	0.09225951204
91	0.09221300336
92	0.09213563827
93	0.09209020577
94	0.09204075876
95	0.09200107111
96	0.0918722949
97	0.09182746143
98	0.09174305755
99	0.09170328834
100	0.09166041706
101	0.09161465481
102	0.09155642392
103	0.09149232445
104	0.09145932004
105	0.09141778937
106	0.09135371521
107	0.0913274828
108	0.09124537066
109	0.09119959992
110	0.09116327116
111	0.09111371868
112	0.09104142253
113	0.09100732746
114	0.09097652127
115	0.09094352906
116	0.09090888857
117	0.09088610563
118	0.09085572226
119	0.09079976802
120	0.09075689201
121	0.09073891274
122	0.09071641335
123	0.0906660023
124	0.09063545256
125	0.09061012241
126	0.09058536122
127	0.09053798788
128	0.09050602498
129	0.09047955622
130	0.09046105445
131	0.09043559814
132	0.09039633114
133	0.09036102848
134	0.09033879578
135	0.0903003257
136	0.09027579231
137	0.09023506783
138	0.09021340965
139	0.09019674077
140	0.09017984028
141	0.090148426
142	0.09010636851
143	0.09006823633
144	0.09003107247
145	0.09002005321
146	0.0899902635
147	0.08996797788
148	0.08994183945
149	0.08992403867
150	0.08989860027
151	0.08988967445
152	0.0898733049
153	0.08985484678
154	0.08983407315
155	0.08981408683
156	0.08977292914
157	0.08975149927
158	0.08973736972
159	0.08972480929
160	0.08971390121
161	0.08969142591
162	0.08968320535
163	0.08967167553
164	0.08964735797
165	0.0896175086
166	0.08961051739
167	0.08959234065
168	0.08958164194
169	0.08956993525
170	0.08955087161
171	0.08953813355
172	0.08952196729
173	0.08950704201
174	0.08949026558
175	0.08947245185
176	0.08946366142
177	0.08943174815
178	0.08941067176
179	0.08938284789
180	0.08936709542
181	0.08934395
182	0.08933178258
183	0.08931390795
184	0.0893031217
185	0.08929145191
186	0.08926922356
187	0.08925895975
188	0.08925029437
189	0.08923732177
190	0.08922566761
191	0.08920823885
192	0.08918649133
193	0.08917524069
194	0.08916098905
195	0.08914093723
196	0.08912876202
197	0.08912384945
198	0.08911384229
199	0.08910087254
200	0.0890830463
201	0.08906613628
202	0.0890564178
203	0.08904890759
204	0.08903910115
205	0.0890327297
206	0.08902794298
207	0.08902205253
208	0.08900590917
209	0.08899494657
210	0.08898223097
211	0.08896233767
212	0.08894942866
213	0.0889386319
214	0.08893199965
215	0.08891587963
216	0.08890957455
217	0.08889587848
218	0.08888423498
219	0.08887731097
220	0.08886894478
221	0.08886383142
222	0.08885862804
223	0.0888434738
224	0.08883580775
225	0.08882176053
226	0.08881403348
227	0.08880240643
228	0.08879448582
229	0.08878272818
230	0.08876841747
231	0.08875293688
232	0.08873706151
233	0.0887318964
234	0.08872170127
235	0.08870964159
236	0.08869912522
237	0.08869085649
238	0.08868425424
239	0.08867758671
240	0.08865899787
241	0.08865502679
242	0.08864370126
243	0.08862850362
244	0.08862367412
245	0.08861516821
246	0.08860708274
247	0.08859557889
248	0.0885849561
249	0.08857496237
250	0.08856511713
251	0.08855508553
252	0.08854717939
253	0.08853236872
254	0.08852519029
255	0.08851396246
256	0.08850490813
257	0.08849305622
258	0.08848898812
259	0.08848447422
260	0.08847968854
261	0.08846758585
262	0.08846366491
263	0.08845172513
264	0.08844654501
265	0.08844411596
266	0.08844050196
267	0.08843495694
268	0.08842558208
269	0.08841009545
270	0.08840330627
271	0.08838922601
272	0.0883759084
273	0.08836909637
274	0.0883596299
275	0.08834350945
276	0.08833659754
277	0.08832937488
278	0.0883246846
279	0.08832112485
280	0.088316618
281	0.08831178564
282	0.08830633551
283	0.08830105837
284	0.08829733411
285	0.08829016236
286	0.08828412814
287	0.08828004028
288	0.08827722987
289	0.08826501131
290	0.08825749425
291	0.08825327748
292	0.08824874395
293	0.08824283702
294	0.08823243525
295	0.08822868752
296	0.08822159347
297	0.08821750674
298	0.08821185243
299	0.08820679111
300	0.08819958474
301	0.08818907438
302	0.08818497179
303	0.08818130676
304	0.08817443528
305	0.08817134395
306	0.08816427856
307	0.0881453879
308	0.08813857132
309	0.08813095258
310	0.08812381442
311	0.088116463
312	0.08810766507
313	0.08810466289
314	0.08809898222
315	0.08809258443
316	0.08808584785
317	0.08808026027
318	0.0880764465
319	0.08807228936
320	0.08806847786
321	0.08806487203
322	0.08806240859
323	0.08805615513
324	0.08805275973
325	0.08804503743
326	0.08804020336
327	0.08803536561
328	0.08803295224
329	0.08802913305
330	0.0880265075
331	0.08802316113
332	0.08801935173
333	0.08801347157
334	0.0880069234
335	0.08799835118
336	0.08799446633
337	0.08798835549
338	0.08798240097
339	0.08797816928
340	0.08797318051
341	0.08796901379
342	0.08796346787
343	0.08795675763
344	0.08795219637
345	0.0879500774
346	0.08794666795
347	0.08794292759
348	0.08793814782
349	0.08793408787
350	0.0879284696
351	0.08792329152
352	0.08791670807
353	0.08791346661
354	0.0879094424
355	0.08790685421
356	0.08790353717
357	0.08789849172
358	0.08789157425
359	0.08788609969
360	0.08788042942
361	0.08787600996
362	0.08787159359
363	0.08786968895
364	0.08786539531
365	0.08785939943
366	0.08785445863
367	0.08784989408
368	0.08784591732
369	0.08784254842
370	0.08783861206
371	0.08783660466
372	0.08783350333
373	0.08782928121
374	0.08782380467
375	0.08782011493
376	0.08781632074
377	0.08781182195
378	0.08780988059
379	0.08780716462
380	0.08780083011
381	0.08779901556
382	0.08779585029
383	0.08779278393
384	0.08778713546
385	0.08778490913
386	0.08778224703
387	0.08777682088
388	0.08777095306
389	0.08776872961
390	0.08776610732
391	0.08776385918
392	0.08776101905
393	0.08775747204
394	0.08775544933
395	0.08775286453
396	0.08775037064
397	0.08774716869
398	0.08774472153
399	0.08773776473
400	0.08773377856
401	0.08773197055
402	0.08772613806
403	0.08771764528
404	0.08771232647
405	0.08771056155
406	0.08770667584
407	0.08770354042
408	0.08769887786
409	0.08769391306
410	0.08769179566
411	0.08768721988
412	0.08768450224
413	0.08768110884
414	0.0876774316
415	0.0876747904
416	0.08767186553
417	0.08766791802
418	0.08766604268
419	0.08766171011
420	0.08765920188
421	0.08765679722
422	0.08765367809
423	0.08765218393
424	0.08765012902
425	0.08764765171
426	0.0876458316
427	0.08764223377
428	0.08764030704
429	0.08763824495
430	0.08763568955
431	0.0876310959
432	0.08762708807
433	0.08762488903
434	0.08762191306
435	0.08761868808
436	0.08761600579
437	0.08761086027
438	0.08760605027
439	0.08760153195
440	0.08759797085
441	0.08759379788
442	0.08759046976
443	0.08758790123
444	0.08758506218
445	0.08758169459
446	0.08758025315
447	0.08757727601
448	0.08757461903
449	0.08757321707
450	0.08757068849
451	0.08756740095
452	0.0875636121
453	0.08756216011
454	0.08756043646
455	0.08755823349
456	0.08755511699
457	0.08755179236
458	0.08754965511
459	0.08754588457
460	0.08754464485
461	0.08754345597
462	0.08754257055
463	0.08754058801
464	0.08753739004
465	0.08753548544
466	0.0875338334
467	0.08753175866
468	0.08752777384
469	0.08752334136
470	0.0875185057
471	0.08751645882
472	0.08751409779
473	0.08751176701
474	0.08750637337
475	0.087504059
476	0.08750243061
477	0.08749860624
478	0.08749451817
479	0.08749287413
480	0.08749093938
481	0.08748581437
482	0.08748107601
483	0.08747773984
484	0.0874748068
485	0.08747195228
486	0.0874697464
487	0.087468842
488	0.08746655982
489	0.08746566424
490	0.08746307689
491	0.08746034217
492	0.08745770721
493	0.08745624289
494	0.08744588093
495	0.08744294416
496	0.08744098908
497	0.08743876276
498	0.0874317484
499	0.08742869679
500	0.0874261487
501	0.08742051157
502	0.08741769572
503	0.08741589407
504	0.08741376959
505	0.08741084695
506	0.08740873339
507	0.08740720321
508	0.08740570534
509	0.08740331607
510	0.08740204066
511	0.08739976385
512	0.08739810109
513	0.08739541096
514	0.08739292031
515	0.08739092593
516	0.08738864214
517	0.08738683177
518	0.08738215389
519	0.08737916747
520	0.08737699142
521	0.08737411898
522	0.08737284634
523	0.08737115319
524	0.08736881177
525	0.08736640234
526	0.08736487107
527	0.08736091941
528	0.08735764403
529	0.08735555994
530	0.08735114068
531	0.08734794846
532	0.08734599788
533	0.08734411503
534	0.0873423624
535	0.08734037831
536	0.0873380055
537	0.08733564385
538	0.08732838775
539	0.08732471925
540	0.08732338952
541	0.0873225162
542	0.08731967935
543	0.08731653247
544	0.08731486635
545	0.08731156169
546	0.08730684071
547	0.08730468215
548	0.08730355427
549	0.08729892813
550	0.08729662356
551	0.08729392201
552	0.0872924202
553	0.08728939232
554	0.08728695714
555	0.08728510759
556	0.08728262642
557	0.08727952247
558	0.0872756591
559	0.08727262936
560	0.08726990211
561	0.0872688632
562	0.08726650779
563	0.08726497453
564	0.08725910014
565	0.08725642183
566	0.08725504639
567	0.08725257699
568	0.08725073361
569	0.08724781403
570	0.08724614632
571	0.08724440664
572	0.08724379532
573	0.08724179726
574	0.08724080519
575	0.08723826983
576	0.08723688598
577	0.08723485988
578	0.08723248227
579	0.08722961107
580	0.08722735631
581	0.08722566159
582	0.08722411357
583	0.08722234775
584	0.08722065761
585	0.08721939988
586	0.08721783533
587	0.08721588603
588	0.08721400414
589	0.08721181073
590	0.08720949654
591	0.08720822043
592	0.08720720499
593	0.08720551027
594	0.08720444527
595	0.08720000912
596	0.08719718742
597	0.08719439208
598	0.08719158125
599	0.08718974975
600	0.08718804981
601	0.08718677883
602	0.08718521731
603	0.08718398761
604	0.08718123488
605	0.08717946102
606	0.08717806042
607	0.08717619653
608	0.08717471217
609	0.08717304667
610	0.08717202596
611	0.08716833228
612	0.08716683895
613	0.08716452454
614	0.0871624024
615	0.08716022336
616	0.08715774725
617	0.08715680841
618	0.08715475566
619	0.08715316905
620	0.08715095516
621	0.08714925507
